part_number,pipeSize,product_name,material,valve_size,pressureClass,pressure_rating,test_pressure,pressure_unit,bore_type,bore_size,end_connection,rtj_groove,groove_cladding,body_material,type,design_standard,gate_seat_material_and_coating,stem_material,standard_stud_nut_material,custom_stud_nut_material,operation,face_to_face,function,shape,seat_sealing,stem_packing,bonnet_seal_ring,stem_type,material_class,temperature_class,psl,psl_3g,pr,service,standard_painting_system,custom_painting,country_of_origin,application,weight,weight_unit,description,price_usd,pack_qty,lead_days,in_stock,inventory_available,inventory_on_hold,inventory_sold
1000000023,,Gate Valve,,"4-1/16""",,5000,7500,Psi,Full,"4-1/16""",API 6B RTJ Flange,RX39,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,549 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,236,kg,,0.00,1,0,yes,0,0,0
1000000024,,Gate Valve,,"4-1/16""",,5000,7500,Psi,Full,"4-1/16""",API 6B RTJ Flange,RX39,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),INCONEL 718,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,549 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE-NL,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,236,kg,,0.00,1,0,yes,0,0,0
1000000025,,Gate Valve,,"4-1/16""",,10000,15000,Psi,Full,"4-1/16""",API 6BX RTJ Flange,BX155,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 4130 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,670 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,DD,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,395,kg,,0.00,1,0,yes,0,0,0
1000000026,,Gate Valve,,"4-1/16""",,10000,15000,Psi,Full,"4-1/16""",API 6BX RTJ Flange,BX155,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,670 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,395,kg,,0.00,1,0,yes,0,0,0
1000000027,,Gate Valve,,"4-1/16""",,10000,15000,Psi,Full,"4-1/16""",API 6BX RTJ Flange,BX155,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),INCONEL 718,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,670 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE-NL,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,395,kg,,0.00,1,0,yes,0,0,0
1000000028,,Gate Valve,,"7-1/16""",,3000,6000,Psi,Full,"6-3/8""",API 6B RTJ Flange,RX45,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 4130 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,714 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,DD,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,851,kg,,0.00,1,0,yes,0,0,0
1000000029,,Gate Valve,,"7-1/16""",,3000,6000,Psi,Full,"6-3/8""",API 6B RTJ Flange,RX45,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,714 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,851,kg,,0.00,1,0,yes,0,0,0
1000000030,,Gate Valve,,"7-1/16""",,3000,6000,Psi,Full,"6-3/8""",API 6B RTJ Flange,RX45,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),INCONEL 718,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,714 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE-NL,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,851,kg,,0.00,1,0,yes,0,0,0
1000000031,,Gate Valve,,"7-1/16""",,5000,7500,Psi,Full,"6-3/8""",API 6B RTJ Flange,RX46,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 4130 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,813 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,DD,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,896,kg,,0.00,1,0,yes,0,0,0
1000000032,,Gate Valve,,"7-1/16""",,5000,7500,Psi,Full,"6-3/8""",API 6B RTJ Flange,RX46,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,813 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,896,kg,,0.00,1,0,yes,0,0,0
1000000033,,Gate Valve,,"7-1/16""",,5000,7500,Psi,Full,"6-3/8""",API 6B RTJ Flange,RX46,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),INCONEL 718,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,813 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE-NL,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,896,kg,,0.00,1,0,yes,0,0,0
1000000034,,Gate Valve,,"7-1/16""",,10000,15000,Psi,Full,"6-3/8""",API 6BX RTJ Flange,BX156,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 4130 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,889 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,DD,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,1134,kg,,0.00,1,0,yes,0,0,0
1000000035,,Gate Valve,,"7-1/16""",,10000,15000,Psi,Full,"6-3/8""",API 6BX RTJ Flange,BX156,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),AISI 410 + QPQ,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,889 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,1134,kg,,0.00,1,0,yes,0,0,0
1000000036,,Gate Valve,,"7-1/16""",,10000,15000,Psi,Full,"6-3/8""",API 6BX RTJ Flange,BX156,Available upon customer request,Forged AISI 4130 (API 60K),Slab - Through Conduit,API 6A,AISI 410 + 200µ Tungsten Carbide (HVOF),INCONEL 718,ASTM A193 B7 / ASTM A194 2H,Available upon customer request,Handwheel,889 mm,On/Off,Straight,Lip-Seal,HNBR + PTFE,SS316,Non-Rising,EE-NL,"P + U 
(-29 ~ +121 °C)",3,Available upon customer request,2,Sour Oil & Gas Service – Compliant with NACE MR0175 / ISO 15156,7E System – RAL 1003 Top Coat,Available upon customer request,IRAN,High-Pressure Oil & Gas Wellhead Isolation Service,1134,kg,,0.00,1,0,yes,0,0,0
